10,14,1
9,2,1
8,7,1
7,9,1
6,5,1
25,19,1
24,7,1
23,12,1
22,14,1
21,10,1
15,9,2
14,1,2
13,14,2
12,7,2
11,20,2
5,14,2
4,6,2
3,19,2
2,12,2
1,25,2
25,19,3
24,16,3
23,13,3
22,5,3
21,3,3
15,24,3
14,21,3
13,18,3
12,10,3
11,8,3
10,3,4
9,2,4
8,8,4
7,15,4
6,13,4
25,8,4
24,7,4
23,13,4
22,20,4
21,18,4
25,18,5
24,11,5
23,10,5
22,8,5
21,13,5
10,23,5
9,16,5
8,15,5
7,13,5
6,18,5
25,7,6
24,13,6
23,10,6
22,5,6
21,17,6
15,12,6
14,18,6
13,15,6
12,10,6
11,22,6
10,20,7
9,13,7
8,15,7
7,2,7
6,19,7
5,25,7
4,18,7
3,20,7
2,7,7
1,24,7
25,7,8
24,15,8
23,17,8
22,12,8
21,1,8
20,12,8
19,20,8
18,22,8
17,17,8
16,6,8
10,14,9
9,3,9
8,19,9
7,15,9
6,17,9
5,19,9
4,8,9
3,24,9
2,20,9
1,22,9
20,6,10
19,9,10
18,3,10
17,14,10
16,5,10
15,11,10
14,14,10
13,8,10
12,19,10
11,10,10
20,18,11
19,15,11
18,4,11
17,8,11
16,10,11
25,23,11
24,20,11
23,9,11
22,13,11
21,15,11
5,7,12
4,12,12
3,1,12
2,18,12
1,20,12
10,12,12
9,17,12
8,6,12
7,23,12
6,25,12
20,2,13
19,11,13
18,5,13
17,15,13
16,13,13
10,7,13
9,16,13
8,10,13
7,20,13
6,18,13
5,14,14
4,13,14
3,6,14
2,11,14
1,12,14
25,19,14
24,18,14
23,11,14
22,16,14
21,17,14
20,9,15
19,1,15
18,19,15
17,12,15
16,11,15
25,14,15
24,6,15
23,24,15
22,17,15
21,16,15
25,17,16
24,3,16
23,6,16
22,15,16
21,12,16
15,22,16
14,8,16
13,11,16
12,20,16
11,17,16
25,1,17
24,9,17
23,11,17
22,12,17
21,6,17
20,6,17
19,14,17
18,16,17
17,17,17
16,11,17
25,2,18
24,4,18
23,8,18
22,3,18
21,16,18
5,7,18
4,9,18
3,13,18
2,8,18
1,21,18
15,9,19
14,3,19
13,14,19
12,6,19
11,13,19
5,14,19
4,8,19
3,19,19
2,11,19
1,18,19
25,11,20
24,2,20
23,7,20
22,15,20
21,20,20
10,16,20
9,7,20
8,12,20
7,20,20
6,25,20
25,10,21
24,5,21
23,12,21
22,20,21
21,18,21
15,15,21
14,10,21
13,17,21
12,25,21
11,23,21
20,13,22
19,6,22
18,18,22
17,17,22
16,8,22
25,18,22
24,11,22
23,23,22
22,22,22
21,13,22
10,10,23
9,18,23
8,9,23
7,8,23
6,11,23
15,15,23
14,23,23
13,14,23
12,13,23
11,16,23
20,4,24
19,18,24
18,17,24
17,2,24
16,3,24
15,9,24
14,23,24
13,22,24
12,7,24
11,8,24
5,12,25
4,18,25
3,17,25
2,10,25
1,4,25
25,17,25
24,23,25
23,22,25
22,15,25
21,9,25
20,7,26
19,11,26
18,16,26
17,17,26
16,8,26
25,12,26
24,16,26
23,21,26
22,22,26
21,13,26
10,5,27
9,2,27
8,19,27
7,11,27
6,3,27
20,10,27
19,7,27
18,24,27
17,16,27
16,8,27
25,5,28
24,12,28
23,15,28
22,1,28
21,2,28
20,10,28
19,17,28
18,20,28
17,6,28
16,7,28
15,17,29
14,8,29
13,6,29
12,20,29
11,1,29
5,22,29
4,13,29
3,11,29
2,25,29
1,6,29
5,2,30
4,3,30
3,17,30
2,7,30
1,13,30
25,7,30
24,8,30
23,22,30
22,12,30
21,18,30
