38,19,1
118,19,1
117,19,1
198,19,1
45,19,1
181,19,1
32,59,1
21,59,1
189,59,1
117,59,1
68,59,1
13,59,1
197,99,1
53,99,1
46,99,1
37,99,1
49,99,1
89,99,1
143,23,1
71,23,1
97,23,1
42,23,1
167,23,1
164,23,1
199,91,1
145,91,1
42,91,1
50,91,1
43,91,1
7,91,1
160,51,1
142,51,1
194,51,1
14,51,1
156,51,1
64,51,1
136,94,1
175,94,1
88,94,1
139,94,1
93,94,1
124,94,1
65,45,1
62,45,1
181,45,1
183,45,1
112,45,1
197,45,1
174,56,1
150,56,1
84,56,1
43,56,1
14,56,1
193,56,1
80,65,1
135,65,1
160,65,1
56,65,1
167,65,1
192,65,1
30,116,2
122,116,2
50,116,2
135,116,2
31,116,2
185,116,2
174,75,2
183,75,2
39,75,2
159,75,2
169,75,2
165,75,2
122,33,2
194,33,2
13,33,2
51,33,2
64,33,2
41,33,2
32,19,2
65,19,2
18,19,2
177,19,2
188,19,2
103,19,2
179,8,2
117,8,2
135,8,2
50,8,2
156,8,2
149,8,2
154,87,2
69,87,2
103,87,2
67,87,2
182,87,2
25,87,2
70,111,2
78,111,2
10,111,2
7,111,2
143,111,2
76,111,2
77,42,2
165,42,2
186,42,2
161,42,2
6,42,2
23,42,2
187,22,2
198,22,2
48,22,2
22,22,2
6,22,2
178,22,2
1,7,2
175,7,2
189,7,2
4,7,2
181,7,2
82,7,2
51,50,3
55,50,3
42,50,3
154,50,3
148,50,3
141,50,3
112,35,3
150,35,3
130,35,3
29,35,3
167,35,3
78,35,3
101,1,3
118,1,3
111,1,3
182,1,3
90,1,3
23,1,3
40,102,3
124,102,3
28,102,3
177,102,3
23,102,3
76,102,3
36,39,3
195,39,3
142,39,3
150,39,3
38,39,3
44,39,3
83,5,3
30,5,3
173,5,3
201,5,3
121,5,3
73,5,3
130,120,3
29,120,3
141,120,3
23,120,3
33,120,3
121,120,3
53,4,3
127,4,3
13,4,3
172,4,3
130,4,3
151,4,3
177,106,3
48,106,3
11,106,3
149,106,3
182,106,3
60,106,3
83,72,3
31,72,3
161,72,3
77,72,3
27,72,3
79,72,3
23,38,4
41,38,4
88,38,4
153,38,4
197,38,4
166,38,4
81,81,4
155,81,4
53,81,4
69,81,4
40,81,4
171,81,4
121,87,4
191,87,4
154,87,4
169,87,4
11,87,4
139,87,4
109,13,4
98,13,4
40,13,4
50,13,4
112,13,4
47,13,4
101,72,4
67,72,4
86,72,4
8,72,4
187,72,4
69,72,4
24,73,4
185,73,4
91,73,4
31,73,4
44,73,4
158,73,4
104,108,4
6,108,4
120,108,4
87,108,4
11,108,4
68,108,4
168,19,4
67,19,4
199,19,4
149,19,4
118,19,4
148,19,4
41,18,4
33,18,4
189,18,4
48,18,4
88,18,4
127,18,4
136,98,4
55,98,4
46,98,4
20,98,4
63,98,4
21,98,4
105,11,5
177,11,5
12,11,5
153,11,5
70,11,5
122,11,5
74,12,5
157,12,5
191,12,5
41,12,5
96,12,5
80,12,5
21,41,5
138,41,5
185,41,5
193,41,5
179,41,5
26,41,5
190,78,5
198,78,5
161,78,5
142,78,5
176,78,5
11,78,5
24,27,5
196,27,5
126,27,5
158,27,5
168,27,5
162,27,5
104,35,5
130,35,5
11,35,5
102,35,5
85,35,5
105,35,5
175,20,5
21,20,5
116,20,5
95,20,5
1,20,5
74,20,5
115,86,5
126,86,5
163,86,5
183,86,5
136,86,5
33,86,5
3,15,5
7,15,5
103,15,5
29,15,5
198,15,5
164,15,5
105,57,5
80,57,5
76,57,5
135,57,5
100,57,5
99,57,5
147,100,6
200,100,6
36,100,6
9,100,6
131,100,6
192,100,6
57,52,6
6,52,6
30,52,6
20,52,6
58,52,6
172,52,6
123,80,6
158,80,6
193,80,6
142,80,6
94,80,6
171,80,6
60,53,6
100,53,6
1,53,6
75,53,6
139,53,6
9,53,6
66,32,6
113,32,6
36,32,6
180,32,6
127,32,6
160,32,6
32,98,6
134,98,6
103,98,6
54,98,6
170,98,6
42,98,6
193,64,6
116,64,6
89,64,6
7,64,6
90,64,6
152,64,6
76,96,6
133,96,6
160,96,6
74,96,6
81,96,6
166,96,6
80,13,6
114,13,6
130,13,6
163,13,6
60,13,6
62,13,6
104,68,6
91,68,6
169,68,6
45,68,6
186,68,6
163,68,6
77,114,7
144,114,7
163,114,7
152,114,7
72,114,7
149,114,7
110,1,7
124,1,7
73,1,7
133,1,7
105,1,7
185,1,7
71,37,7
90,37,7
96,37,7
110,37,7
31,37,7
149,37,7
52,55,7
44,55,7
16,55,7
144,55,7
183,55,7
195,55,7
19,2,7
102,2,7
26,2,7
86,2,7
127,2,7
165,2,7
12,58,7
146,58,7
200,58,7
187,58,7
38,58,7
18,58,7
147,106,7
9,106,7
174,106,7
140,106,7
142,106,7
192,106,7
186,92,7
141,92,7
27,92,7
75,92,7
1,92,7
157,92,7
16,77,7
190,77,7
165,77,7
167,77,7
189,77,7
139,77,7
14,104,7
187,104,7
117,104,7
123,104,7
157,104,7
171,104,7
193,98,8
145,98,8
3,98,8
27,98,8
72,98,8
48,98,8
171,108,8
146,108,8
55,108,8
80,108,8
57,108,8
19,108,8
26,91,8
151,91,8
182,91,8
150,91,8
74,91,8
159,91,8
85,85,8
197,85,8
14,85,8
89,85,8
103,85,8
10,85,8
192,87,8
88,87,8
190,87,8
78,87,8
143,87,8
44,87,8
2,62,8
9,62,8
85,62,8
171,62,8
187,62,8
184,62,8
131,53,8
141,53,8
43,53,8
117,53,8
13,53,8
173,53,8
7,33,8
77,33,8
136,33,8
126,33,8
177,33,8
49,33,8
28,57,8
30,57,8
118,57,8
161,57,8
10,57,8
126,57,8
125,18,8
151,18,8
193,18,8
174,18,8
66,18,8
127,18,8
139,80,9
54,80,9
19,80,9
176,80,9
134,80,9
8,80,9
161,50,9
133,50,9
11,50,9
67,50,9
195,50,9
91,50,9
170,72,9
45,72,9
124,72,9
4,72,9
146,72,9
125,72,9
161,55,9
97,55,9
51,55,9
137,55,9
17,55,9
163,55,9
159,62,9
63,62,9
1,62,9
144,62,9
164,62,9
180,62,9
48,108,9
176,108,9
76,108,9
194,108,9
177,108,9
61,108,9
47,37,9
76,37,9
90,37,9
75,37,9
177,37,9
147,37,9
131,67,9
21,67,9
64,67,9
185,67,9
83,67,9
109,67,9
37,53,9
139,53,9
46,53,9
17,53,9
10,53,9
61,53,9
192,93,9
156,93,9
142,93,9
73,93,9
173,93,9
188,93,9
25,91,10
161,91,10
7,91,10
54,91,10
77,91,10
106,91,10
192,98,10
85,98,10
42,98,10
155,98,10
49,98,10
84,98,10
32,54,10
116,54,10
125,54,10
104,54,10
107,54,10
43,54,10
125,8,10
128,8,10
166,8,10
34,8,10
149,8,10
14,8,10
184,95,10
2,95,10
170,95,10
47,95,10
190,95,10
129,95,10
199,83,10
21,83,10
33,83,10
3,83,10
114,83,10
172,83,10
69,84,10
150,84,10
78,84,10
67,84,10
38,84,10
192,84,10
97,70,10
153,70,10
187,70,10
37,70,10
30,70,10
35,70,10
70,81,10
73,81,10
14,81,10
46,81,10
139,81,10
135,81,10
192,71,10
106,71,10
135,71,10
196,71,10
91,71,10
23,71,10
129,71,11
161,71,11
145,71,11
127,71,11
28,71,11
3,71,11
64,22,11
6,22,11
92,22,11
50,22,11
162,22,11
84,22,11
121,104,11
149,104,11
62,104,11
80,104,11
48,104,11
28,104,11
44,103,11
63,103,11
115,103,11
43,103,11
9,103,11
160,103,11
76,59,11
195,59,11
142,59,11
200,59,11
49,59,11
153,59,11
155,7,11
113,7,11
122,7,11
154,7,11
184,7,11
55,7,11
52,87,11
200,87,11
79,87,11
38,87,11
23,87,11
25,87,11
60,13,11
133,13,11
158,13,11
59,13,11
106,13,11
169,13,11
58,74,11
13,74,11
90,74,11
136,74,11
187,74,11
43,74,11
112,3,11
71,3,11
170,3,11
177,3,11
54,3,11
47,3,11
14,82,12
75,82,12
197,82,12
168,82,12
53,82,12
30,82,12
124,117,12
7,117,12
134,117,12
78,117,12
66,117,12
88,117,12
85,37,12
76,37,12
182,37,12
71,37,12
144,37,12
95,37,12
166,108,12
132,108,12
117,108,12
4,108,12
47,108,12
113,108,12
30,20,12
37,20,12
198,20,12
98,20,12
75,20,12
33,20,12
9,77,12
154,77,12
36,77,12
180,77,12
79,77,12
190,77,12
10,14,12
49,14,12
66,14,12
165,14,12
30,14,12
28,14,12
146,95,12
158,95,12
27,95,12
68,95,12
71,95,12
191,95,12
62,107,12
8,107,12
10,107,12
13,107,12
171,107,12
85,107,12
158,78,12
150,78,12
175,78,12
154,78,12
130,78,12
16,78,12
144,31,13
124,31,13
192,31,13
151,31,13
74,31,13
37,31,13
196,96,13
197,96,13
165,96,13
64,96,13
28,96,13
126,96,13
163,43,13
57,43,13
125,43,13
185,43,13
47,43,13
148,43,13
15,21,13
70,21,13
99,21,13
156,21,13
12,21,13
57,21,13
44,78,13
148,78,13
31,78,13
64,78,13
13,78,13
166,78,13
188,117,13
198,117,13
23,117,13
60,117,13
123,117,13
69,117,13
72,25,13
173,25,13
81,25,13
64,25,13
200,25,13
90,25,13
115,108,13
94,108,13
196,108,13
91,108,13
85,108,13
174,108,13
49,113,13
166,113,13
77,113,13
124,113,13
82,113,13
66,113,13
89,114,13
187,114,13
11,114,13
12,114,13
22,114,13
172,114,13
190,23,14
40,23,14
130,23,14
171,23,14
159,23,14
146,23,14
113,120,14
44,120,14
116,120,14
41,120,14
20,120,14
174,120,14
12,103,14
87,103,14
49,103,14
85,103,14
153,103,14
68,103,14
69,70,14
53,70,14
11,70,14
106,70,14
57,70,14
76,70,14
144,68,14
135,68,14
160,68,14
196,68,14
13,68,14
28,68,14
182,90,14
188,90,14
157,90,14
139,90,14
6,90,14
192,90,14
36,10,14
75,10,14
21,10,14
112,10,14
81,10,14
27,10,14
50,115,14
95,115,14
171,115,14
4,115,14
19,115,14
125,115,14
198,110,14
157,110,14
65,110,14
28,110,14
109,110,14
100,110,14
142,78,14
26,78,14
139,78,14
38,78,14
77,78,14
184,78,14
119,61,15
97,61,15
17,61,15
27,61,15
153,61,15
69,61,15
167,7,15
63,7,15
48,7,15
95,7,15
164,7,15
60,7,15
32,18,15
111,18,15
118,18,15
184,18,15
165,18,15
163,18,15
11,21,15
40,21,15
186,21,15
20,21,15
72,21,15
93,21,15
9,71,15
122,71,15
185,71,15
154,71,15
176,71,15
34,71,15
180,25,15
196,25,15
172,25,15
12,25,15
175,25,15
166,25,15
108,26,15
137,26,15
92,26,15
4,26,15
128,26,15
21,26,15
68,100,15
178,100,15
49,100,15
168,100,15
166,100,15
162,100,15
90,40,15
189,40,15
99,40,15
31,40,15
131,40,15
117,40,15
156,19,15
95,19,15
87,19,15
78,19,15
201,19,15
148,19,15
80,110,16
52,110,16
188,110,16
101,110,16
187,110,16
173,110,16
52,59,16
192,59,16
74,59,16
129,59,16
138,59,16
18,59,16
94,117,16
52,117,16
27,117,16
143,117,16
124,117,16
190,117,16
78,2,16
195,2,16
186,2,16
137,2,16
9,2,16
103,2,16
192,24,16
145,24,16
172,24,16
112,24,16
173,24,16
122,24,16
111,57,16
171,57,16
102,57,16
182,57,16
93,57,16
113,57,16
165,47,16
52,47,16
140,47,16
174,47,16
88,47,16
137,47,16
69,60,16
2,60,16
75,60,16
87,60,16
5,60,16
139,60,16
37,39,16
29,39,16
59,39,16
111,39,16
142,39,16
155,39,16
38,19,16
192,19,16
184,19,16
82,19,16
27,19,16
50,19,16
33,33,17
99,33,17
155,33,17
126,33,17
51,33,17
6,33,17
1,105,17
91,105,17
81,105,17
197,105,17
25,105,17
134,105,17
129,111,17
32,111,17
152,111,17
13,111,17
26,111,17
50,111,17
63,40,17
14,40,17
42,40,17
71,40,17
131,40,17
65,40,17
84,6,17
59,6,17
92,6,17
161,6,17
98,6,17
78,6,17
25,98,17
73,98,17
76,98,17
150,98,17
95,98,17
104,98,17
99,120,17
73,120,17
158,120,17
37,120,17
105,120,17
196,120,17
50,99,17
78,99,17
4,99,17
22,99,17
87,99,17
177,99,17
90,83,17
117,83,17
