1,0,10
1,1,12
2,0,12
2,1,10
3,0,12
3,1,9
4,0,12
4,1,3
5,0,12
5,1,9
6,0,3
6,1,10
7,0,9
7,1,10
8,0,9
8,1,10
9,0,10
9,1,9
10,0,9
10,1,12
11,0,10
11,1,12
12,0,12
12,1,9
13,0,12
13,1,10
14,0,3
14,1,10
15,0,3
15,1,12
16,0,3
16,1,10
17,0,10
17,1,3
18,0,10
18,1,9
19,0,1
19,1,3
20,0,13
20,1,3
21,0,1
21,1,13
22,0,3
22,1,8
23,0,13
23,1,10
24,0,10
24,1,8
25,0,16
25,1,8
26,0,16
26,1,13
27,0,1
27,1,10
28,0,13
28,1,9
29,0,10
29,1,8
30,0,3
30,1,8
31,0,10
31,1,3
32,0,13
32,1,9
33,0,16
33,1,1
34,0,3
34,1,8
35,0,13
35,1,9
36,0,16
36,1,8
37,0,13
37,1,1
38,0,1
38,1,16
39,0,1
39,1,16
40,0,8
40,1,3
41,0,9
41,1,13
42,0,9
42,1,1
43,0,8
43,1,1
44,0,1
44,1,3
45,0,10
45,1,16
46,0,1
46,1,16
47,0,10
47,1,9
48,0,8
48,1,3
49,0,16
49,1,1
50,0,3
50,1,9
51,0,16
51,1,10
52,0,1
52,1,16
53,0,10
53,1,1
54,0,1
54,1,9
55,0,3
55,1,1
56,0,1
56,1,10
57,0,3
57,1,16
58,0,1
58,1,10
59,0,9
59,1,16
60,0,8
60,1,10
61,0,16
61,1,9
62,0,1
62,1,16
63,0,16
63,1,13
64,0,16
64,1,1
65,0,1
65,1,10
66,0,16
66,1,3
67,0,10
67,1,13
68,0,1
68,1,10
69,0,3
69,1,9
70,0,8
70,1,13
71,0,10
71,1,9
72,0,8
72,1,9
73,0,8
73,1,10
74,0,16
74,1,3
75,0,13
75,1,10
76,0,8
76,1,13
77,0,8
77,1,1
78,0,16
78,1,9
79,0,9
79,1,16
80,0,10
80,1,13
81,0,16
81,1,13
82,0,8
82,1,14
83,0,14
83,1,9
84,0,8
84,1,1
85,0,15
85,1,14
86,0,13
86,1,4
87,0,1
87,1,8
88,0,5
88,1,13
89,0,14
89,1,4
90,0,16
90,1,10
91,0,10
91,1,13
92,0,11
92,1,14
93,0,5
93,1,3
94,0,4
94,1,14
95,0,5
95,1,16
96,0,10
96,1,9
97,0,5
97,1,14
98,0,13
98,1,5
99,0,14
99,1,5
100,0,10
100,1,9
101,0,15
101,1,3
102,0,5
102,1,11
103,0,3
103,1,16
104,0,16
104,1,9
105,0,8
105,1,4
106,0,13
106,1,11
107,0,13
107,1,5
108,0,3
108,1,15
109,0,9
109,1,4
110,0,13
110,1,8
111,0,3
111,1,4
112,0,1
112,1,14
113,0,15
113,1,11
114,0,15
114,1,5
115,0,10
115,1,4
116,0,4
116,1,14
117,0,11
117,1,15
118,0,14
