10,18,1
9,8,1
8,20,1
7,3,1
6,13,1
25,1,1
24,9,1
23,17,1
22,11,1
21,14,1
15,19,2
14,12,2
13,2,2
12,3,2
11,11,2
5,6,2
4,4,2
3,13,2
2,16,2
1,7,2
25,18,3
24,9,3
23,6,3
22,17,3
21,11,3
15,5,3
14,3,3
13,15,3
12,8,3
11,10,3
10,5,4
9,8,4
8,7,4
7,10,4
6,15,4
25,20,4
24,3,4
23,11,4
22,2,4
21,13,4
25,4,5
24,14,5
23,17,5
22,7,5
21,10,5
10,20,5
9,18,5
8,8,5
7,11,5
6,1,5
25,4,6
24,15,6
23,12,6
22,1,6
21,9,6
15,7,6
14,20,6
13,13,6
12,5,6
11,3,6
10,18,7
9,20,7
8,9,7
7,12,7
6,19,7
5,3,7
4,15,7
3,11,7
2,13,7
1,8,7
25,18,8
24,6,8
23,4,8
22,16,8
21,10,8
20,5,8
19,15,8
18,7,8
17,19,8
16,12,8
10,20,9
9,18,9
8,3,9
7,13,9
6,1,9
5,9,9
4,7,9
3,10,9
2,12,9
1,6,9
20,19,10
19,9,10
18,13,10
17,5,10
16,3,10
15,15,10
14,4,10
13,6,10
12,8,10
11,11,10
20,10,11
19,18,11
18,4,11
17,15,11
16,20,11
25,13,11
24,14,11
23,16,11
22,7,11
21,3,11
5,2,12
4,7,12
3,19,12
2,11,12
1,4,12
10,12,12
9,13,12
8,18,12
7,16,12
6,10,12
20,18,13
19,5,13
18,2,13
17,4,13
16,13,13
10,19,13
9,8,13
8,7,13
7,14,13
6,10,13
5,8,14
4,16,14
3,2,14
2,15,14
1,5,14
25,12,14
24,3,14
23,11,14
22,10,14
21,7,14
20,17,15
19,20,15
18,6,15
17,10,15
16,1,15
25,18,15
24,4,15
23,16,15
22,3,15
21,2,15
25,11,16
24,9,16
23,12,16
22,17,16
21,19,16
15,15,16
14,20,16
13,3,16
12,13,16
11,1,16
25,9,17
24,7,17
23,15,17
22,18,17
21,2,17
20,12,17
19,20,17
18,16,17
17,4,17
16,14,17
25,6,18
24,3,18
23,11,18
22,8,18
21,13,18
5,4,18
4,2,18
3,18,18
2,9,18
1,14,18
15,15,19
14,4,19
13,9,19
12,5,19
11,17,19
5,2,19
4,7,19
3,13,19
2,14,19
1,3,19
25,5,20
24,11,20
23,9,20
22,10,20
21,13,20
10,3,20
9,20,20
8,14,20
7,12,20
6,17,20
25,4,21
24,19,21
23,15,21
22,1,21
21,8,21
15,10,21
14,13,21
13,18,21
12,17,21
11,20,21
20,12,22
19,10,22
18,17,22
17,6,22
16,2,22
25,5,22
24,4,22
23,1,22
22,13,22
21,19,22
10,10,23
9,20,23
8,14,23
7,1,23
6,9,23
15,2,23
14,19,23
13,11,23
12,16,23
11,6,23
20,15,24
19,13,24
18,6,24
17,16,24
16,3,24
15,20,24
14,1,24
13,9,24
12,19,24
11,11,24
5,15,25
4,17,25
3,20,25
2,5,25
1,6,25
25,9,25
24,1,25
23,2,25
22,13,25
21,16,25
20,15,26
19,2,26
18,16,26
17,18,26
16,5,26
25,3,26
24,8,26
23,12,26
22,4,26
21,1,26
10,11,27
9,8,27
8,13,27
7,4,27
6,3,27
20,14,27
19,2,27
18,12,27
17,5,27
16,6,27
25,14,28
24,5,28
23,4,28
22,7,28
21,12,28
20,9,28
19,20,28
18,10,28
17,19,28
16,8,28
15,12,29
14,18,29
13,14,29
12,11,29
11,3,29
5,7,29
4,20,29
3,8,29
2,4,29
1,15,29
5,8,30
4,5,30
3,13,30
2,4,30
1,14,30
25,20,30
24,9,30
23,2,30
22,18,30
21,6,30
