1,14,0,344,344,12,24,2,23,1046,44,983
1,2,0,656,656,9,18,12,129,335,36,457
1,7,0,711,711,5,1,16,55,373,6,387
1,9,0,598,598,8,13,3,178,1160,7,229
1,5,0,806,806,3,4,8,83,208,10,578
1,19,1,520,520,1,6,19,192,544,36,789
1,7,1,672,672,23,29,23,184,940,20,695
1,12,1,859,859,20,4,18,94,694,5,782
1,14,1,342,342,25,12,4,139,365,50,1139
1,10,1,495,495,16,1,12,146,192,49,1041
2,9,0,419,419,10,15,4,118,741,29,776
2,1,0,762,762,9,20,15,81,771,9,863
2,14,0,227,227,20,4,10,37,1083,33,692
2,7,0,323,323,3,29,3,68,793,24,1114
2,20,0,696,696,0,25,5,124,730,13,746
2,14,1,366,366,12,23,5,63,690,1,677
2,6,1,497,497,12,27,22,107,1157,9,315
2,19,1,795,795,10,1,19,14,987,24,996
2,12,1,822,822,9,4,7,13,565,14,1166
2,25,1,423,423,1,7,16,129,1198,13,1143
3,19,0,916,916,25,28,13,17,246,34,658
3,16,0,1160,1160,8,4,1,45,1028,44,421
3,13,0,784,784,27,8,7,94,350,41,1124
3,5,0,404,404,17,28,24,131,606,3,513
3,3,0,1209,1209,4,0,8,173,1038,46,896
3,24,1,676,676,30,26,14,155,462,36,673
3,21,1,466,466,18,7,1,141,672,41,935
3,18,1,1351,1351,9,18,20,11,270,39,973
3,10,1,1122,1122,7,22,20,162,314,24,799
3,8,1,1397,1397,10,6,2,139,425,43,793
4,3,0,683,683,11,2,4,193,935,28,404
4,2,0,16,16,21,16,21,73,847,18,381
4,8,0,396,396,21,27,16,8,976,2,925
4,15,0,443,443,0,24,3,181,879,12,1131
4,13,0,2,2,27,6,2,184,235,39,1161
4,8,1,112,112,9,17,10,25,603,50,393
4,7,1,1404,1404,30,11,6,113,466,30,1123
4,13,1,797,797,19,26,20,183,314,25,480
4,20,1,297,297,11,1,13,109,444,32,691
4,18,1,1023,1023,7,8,7,105,969,19,465
5,18,0,60,60,27,12,12,96,805,27,152
5,11,0,1487,1487,29,14,5,185,282,12,862
5,10,0,1392,1392,0,29,23,33,984,43,760
5,8,0,625,625,14,2,23,103,524,26,613
5,13,0,1243,1243,28,25,21,25,675,20,856
5,23,1,1432,1432,28,5,5,149,450,37,291
5,16,1,27,27,6,16,3,148,776,14,557
5,15,1,276,276,19,4,9,86,877,41,238
5,13,1,1423,1423,27,22,5,12,284,27,348
5,18,1,666,666,10,9,23,94,730,45,460
6,7,0,861,861,16,26,18,58,713,33,677
6,13,0,850,850,0,1,14,154,742,44,166
6,10,0,558,558,22,7,7,2,1171,1,649
6,5,0,329,329,22,16,21,5,1149,38,361
6,17,0,1440,1440,16,27,19,147,738,24,151
6,12,1,1062,1062,26,18,22,27,515,34,1112
6,18,1,1102,1102,6,0,3,56,1192,29,250
6,15,1,814,814,19,2,23,33,547,23,406
6,10,1,690,690,28,17,18,7,1180,1,1043
6,22,1,140,140,16,24,1,131,754,10,167
7,20,0,505,505,11,25,6,139,654,19,1055
7,13,0,1163,1163,23,20,8,186,477,12,538
7,15,0,839,839,6,22,25,137,782,40,826
7,2,0,886,886,19,27,2,158,1085,8,334
7,19,0,128,128,2,1,18,64,399,3,1154
7,25,1,548,548,5,13,17,111,799,14,1118
7,18,1,339,339,30,2,14,120,643,24,407
7,20,1,680,680,29,8,14,174,684,2,479
7,7,1,1241,1241,6,8,14,42,450,47,676
7,24,1,84,84,23,8,17,85,909,9,536
8,7,0,883,883,6,16,11,143,200,35,172
8,15,0,149,149,21,4,13,174,159,28,357
8,17,0,1003,1003,2,15,5,18,294,30,249
8,12,0,444,444,16,10,11,166,1165,12,648
8,1,0,48,48,15,11,18,61,176,6,754
8,12,1,1314,1314,3,30,5,3,1033,33,394
8,20,1,6,6,14,14,1,127,421,1,169
8,22,1,670,670,19,4,11,93,910,35,301
8,17,1,1405,1405,14,16,9,182,721,10,679
8,6,1,375,375,7,15,11,199,605,45,154
9,14,0,520,520,22,25,1,70,800,27,520
9,3,0,1457,1457,17,12,6,121,859,17,369
9,19,0,1309,1309,3,14,7,166,1163,12,175
9,15,0,1490,1490,25,5,5,109,176,49,786
9,17,0,86,86,30,30,2,187,1182,1,459
9,19,1,621,621,18,21,23,77,178,20,755
9,8,1,439,439,27,29,15,117,1137,16,1050
9,24,1,303,303,14,9,7,187,377,21,163
9,20,1,138,138,27,21,21,141,1166,7,494
9,22,1,582,582,9,9,18,109,951,22,820
10,6,0,90,90,16,22,4,154,950,6,712
10,9,0,553,553,23,0,11,194,272,40,779
10,3,0,0,0,11,26,22,106,604,5,915
10,14,0,1182,1182,22,21,21,44,1198,39,431
10,5,0,287,287,21,3,22,41,752,0,729
10,11,1,413,413,26,12,19,9,278,37,430
10,14,1,812,812,26,10,2,156,173,17,573
10,8,1,1467,1467,10,19,14,162,965,24,728
10,19,1,576,576,27,2,3,79,487,12,748
10,10,1,1063,1063,0,20,10,7,781,9,942
11,18,0,1099,1099,28,10,3,131,919,17,300
11,15,0,1461,1461,15,3,20,28,1066,28,393
11,4,0,1228,1228,5,13,17,106,386,1,744
11,8,0,480,480,3,21,5,150,687,1,252
11,10,0,251,251,17,18,11,58,798,11,616
11,23,1,230,230,6,24,15,181,272,18,1185
11,20,1,1416,1416,0,10,18,4,830,0,589
11,9,1,1024,1024,24,10,23,27,725,8,751
11,13,1,999,999,19,2,25,172,1196,7,1020
11,15,1,942,942,23,25,11,173,798,49,761
12,7,0,1075,1075,26,28,17,48,821,31,835
12,12,0,1202,1202,28,1,18,33,438,12,937
12,1,0,776,776,16,27,25,92,313,24,627
12,18,0,189,189,9,11,1,24,931,21,314
12,20,0,1393,1393,11,26,16,119,1141,2,1176
12,12,1,1178,1178,1,13,8,75,690,13,894
12,17,1,379,379,17,19,19,77,234,36,1111
12,6,1,277,277,22,24,17,86,876,46,1149
12,23,1,168,168,8,4,19,193,542,20,188
12,25,1,957,957,7,27,20,143,894,7,1179
13,2,0,26,26,4,18,10,97,265,6,718
13,11,0,282,282,25,1,24,114,263,33,239
13,5,0,1248,1248,12,17,15,114,700,30,832
13,15,0,1462,1462,4,18,6,98,250,24,776
13,13,0,1055,1055,9,13,24,76,1108,43,513
13,7,1,1195,1195,7,27,25,165,352,19,1012
13,16,1,419,419,17,18,14,65,1125,44,433
13,10,1,775,775,14,5,5,164,986,33,633
13,20,1,1317,1317,6,10,18,39,735,40,1047
13,18,1,193,193,18,6,11,160,534,22,408
14,14,0,1360,1360,13,10,7,41,1036,41,619
14,13,0,1198,1198,23,15,23,25,955,10,220
14,6,0,690,690,13,7,25,39,682,3,970
14,11,0,916,916,3,17,12,159,934,11,690
14,12,0,803,803,10,7,6,22,605,36,720
14,19,1,630,630,16,3,15,42,1133,35,377
14,18,1,1350,1350,28,16,16,76,815,35,965
14,11,1,1239,1239,24,3,18,171,484,14,1008
14,16,1,750,750,10,30,24,75,795,5,238
14,17,1,981,981,1,0,21,159,822,32,322
15,9,0,1217,1217,2,27,24,77,991,15,1013
15,1,0,963,963,7,18,11,150,1106,44,1161
15,19,0,453,453,1,25,11,196,782,30,165
15,12,0,1479,1479,2,2,10,120,932,8,696
15,11,0,866,866,25,20,10,144,704,8,175
15,14,1,1283,1283,6,18,13,179,621,45,632
15,6,1,660,660,2,13,12,170,364,11,1092
15,24,1,1304,1304,29,21,20,194,756,9,346
15,17,1,1317,1317,15,18,16,69,187,0,1187
15,16,1,1382,1382,16,10,10,2,961,21,476
16,17,0,621,621,12,23,13,2,621,35,278
16,3,0,1026,1026,11,4,24,187,292,10,255
16,6,0,3,3,12,5,12,63,1169,49,974
16,15,0,660,660,17,18,19,33,1105,0,1084
16,12,0,128,128,22,21,21,0,333,33,610
16,22,1,940,940,21,8,8,7,245,0,863
16,8,1,1034,1034,24,8,18,189,750,2,360
16,11,1,9,9,27,7,15,158,407,45,1132
16,20,1,533,533,11,21,19,198,514,7,538
16,17,1,357,357,2,29,15,70,179,13,380
17,1,0,174,174,15,13,14,56,378,38,652
17,9,0,143,143,8,26,11,171,577,28,1187
17,11,0,1358,1358,24,6,13,114,605,43,371
17,12,0,1262,1262,4,27,17,104,607,19,172
17,6,0,495,495,15,13,13,178,986,32,407
17,6,1,230,230,9,15,3,189,600,33,1061
17,14,1,31,31,29,4,17,53,815,6,491
17,16,1,529,529,11,17,11,30,516,50,778
17,17,1,246,246,24,8,17,90,334,18,569
17,11,1,485,485,6,23,2,9,751,17,365
18,2,0,503,503,20,0,11,115,1031,38,259
18,4,0,1256,1256,29,28,2,121,402,50,270
18,8,0,128,128,28,24,23,12,880,35,468
18,3,0,463,463,8,0,8,107,1166,42,763
18,16,0,1082,1082,11,23,14,70,1024,30,1129
18,7,1,465,465,13,22,18,185,1133,4,954
18,9,1,826,826,3,10,8,81,644,1,504
18,13,1,583,583,18,3,16,106,1011,19,617
18,8,1,629,629,16,1,4,15,294,25,1068
18,21,1,1419,1419,18,12,3,149,580,31,943
19,9,0,1429,1429,19,1,20,164,169,19,196
19,3,0,622,622,15,18,15,149,575,5,893
19,14,0,1359,1359,10,23,1,32,290,31,156
19,6,0,272,272,30,22,21,50,267,1,750
19,13,0,1472,1472,19,3,6,81,1089,16,314
19,14,1,309,309,4,15,23,166,898,7,1095
19,8,1,1265,1265,28,12,19,46,377,5,553
19,19,1,942,942,19,2,14,106,673,14,389
19,11,1,417,417,27,19,14,191,706,3,1020
19,18,1,164,164,16,12,21,27,831,25,1144
20,11,0,1050,1050,9,7,12,60,377,32,1005
20,2,0,435,435,3,3,1,190,713,7,164
20,7,0,259,259,2,24,14,134,556,9,696
20,15,0,223,223,10,23,4,134,1001,11,617
20,20,0,110,110,1,25,17,167,1126,5,371
20,16,1,9,9,9,14,15,83,499,5,159
20,7,1,1163,1163,12,25,2,11,796,50,813
20,12,1,828,828,4,15,18,131,940,4,1041
20,20,1,1451,1451,30,18,4,26,861,29,1030
20,25,1,900,900,7,5,16,171,750,28,675
21,10,0,906,906,9,12,23,157,492,45,856
21,5,0,115,115,10,23,4,14,407,5,948
21,12,0,1478,1478,24,23,15,75,320,44,814
21,20,0,1272,1272,22,27,10,129,1105,24,855
21,18,0,408,408,26,17,6,154,248,13,394
21,15,1,991,991,8,21,6,130,1009,11,1065
21,10,1,1259,1259,15,22,4,76,842,8,905
21,17,1,1135,1135,7,13,8,151,406,36,778
21,25,1,404,404,3,14,13,164,936,15,337
21,23,1,1427,1427,19,14,20,152,358,40,556
22,13,0,1004,1004,15,25,17,188,781,39,700
22,6,0,966,966,1,25,13,111,532,46,197
22,18,0,160,160,13,14,25,102,186,10,337
22,17,0,588,588,1,27,15,176,1157,42,241
22,8,0,997,997,27,0,20,168,1128,15,1117
22,18,1,661,661,11,16,11,192,790,41,899
22,11,1,495,495,5,24,24,189,563,47,212
22,23,1,1201,1201,11,6,19,182,641,1,1182
22,22,1,708,708,9,20,8,178,780,43,923
22,13,1,716,716,29,25,25,130,250,7,536
23,10,0,1130,1130,11,11,20,158,205,46,916
23,18,0,37,37,5,22,14,97,407,31,285
23,9,0,555,555,10,26,15,8,640,1,751
23,8,0,377,377,29,19,21,121,1012,29,463
23,11,0,87,87,16,30,15,84,269,21,693
23,15,1,411,411,18,30,10,42,907,20,256
23,23,1,443,443,17,28,11,66,612,33,840
23,14,1,710,710,0,26,15,165,1200,31,720
23,13,1,1225,1225,5,3,15,199,1013,27,1183
23,16,1,667,667,9,9,2,156,186,10,735
24,4,0,1045,1045,24,29,21,33,220,17,1128
24,18,0,636,636,21,24,3,170,369,6,333
24,17,0,202,202,1,0,7,10,725,14,646
24,2,0,167,167,24,6,4,23,249,15,566
24,3,0,454,454,25,0,1,48,633,46,1078
24,9,1,1005,1005,8,22,21,21,874,0,791
24,23,1,160,160,4,25,19,141,1045,45,553
24,22,1,1472,1472,11,16,2,173,859,31,504
24,7,1,198,198,3,7,22,130,523,37,790
24,8,1,128,128,18,25,12,62,204,42,896
25,12,0,850,850,15,28,5,162,856,40,437
